CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKBAJAJHLDNG24-FEB-2026,10882.0000000,10830.0000000,11260.0000000,10757.0000000,11167.0000000,11167.0000000,2.6100000,4140.0000000,38550.0000000,771.0000000,429174150.0000000
FUTSTKBAJAJHLDNG30-MAR-2026,10953.0000000,10921.0000000,11329.0000000,10921.0000000,11225.0000000,11225.0000000,2.4800000,180.0000000,2800.0000000,56.0000000,31373500.0000000
FUTSTKBAJAJHLDNG28-APR-2026,11003.0000000,11254.0000000,11254.0000000,11254.0000000,11254.0000000,11253.0000000,2.2700000,17.0000000,50.0000000,1.0000000,562700.0000000
FUTSTKBDL28-APR-2026,1222.2000000,1221.4000000,1244.5000000,1215.0000000,1243.0000000,1243.0000000,1.7000000,676.0000000,31500.0000000,90.0000000,38847830.0000000
FUTSTKBDL24-FEB-2026,1235.7000000,1227.0000000,1261.7000000,1217.7000000,1257.5000000,1257.5000000,1.7600000,16826.0000000,1025500.0000000,2930.0000000,1277808315.0000000
FUTSTKBDL30-MAR-2026,1226.6000000,1218.0000000,1251.0000000,1212.6000000,1248.0000000,1248.0000000,1.7400000,4331.0000000,281400.0000000,804.0000000,347699100.0000000
FUTSTKCIPLA28-APR-2026,1350.5000000,1350.5000000,1373.8000000,1346.4000000,1372.8000000,1372.8000000,1.6500000,121.0000000,22875.0000000,61.0000000,31192350.0000000
FUTSTKCIPLA30-MAR-2026,1340.8000000,1336.5000000,1365.8000000,1336.5000000,1364.8000000,1364.8000000,1.7800000,1873.0000000,321000.0000000,856.0000000,434962125.0000000
FUTSTKCIPLA24-FEB-2026,1331.3000000,1310.9000000,1357.6000000,1310.9000000,1356.2000000,1356.2000000,1.8700000,34851.0000000,1878750.0000000,5010.0000000,2531346375.0000000
FUTSTKDALBHARAT30-MAR-2026,2159.6000000,2150.2000000,2159.5000000,2138.1000000,2157.4000000,2157.4000000,-0.1000000,657.0000000,162500.0000000,500.0000000,350449385.0000000
FUTSTKDALBHARAT24-FEB-2026,2146.0000000,2150.2000000,2150.9000000,2127.6000000,2144.2000000,2144.2000000,-0.0800000,8218.0000000,331175.0000000,1019.0000000,709451730.0000000
FUTSTKDALBHARAT28-APR-2026,2164.4000000,0.0000000,0.0000000,0.0000000,,2159.2000000,-0.2400000,14.0000000,0.0000000,0.0000000,0.0000000
